City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,fortuna,40.5982,-124.1573,12.51,76,0,6.17,US,1707080538
294,saudarkrokur,65.7461,-19.6394,-12.33,86,88,2.29,IS,1707080693
295,soio,-6.1349,12.3689,26.98,80,80,3.1,AO,1707080693
296,ambon,-3.6954,128.1814,26.71,14,40,1.54,ID,1707080693
297,santa terezinha,-29.9002,-50.0904,24.31,88,69,2.39,BR,1707080693
298,kerch,45.3583,36.4758,5.31,59,100,4.02,UA,1707080693
299,dryden,49.7833,-92.7503,1.16,100,100,1.54,CA,1707080505
300,enewetak,11.3474,162.3373,26.56,75,100,9.49,MH,1707080693
301,touros,-5.1989,-35.4608,27.66,71,2,6.73,BR,1707080693
302,baise city,23.8997,106.6133,17.97,99,100,1.78,CN,1707080694
303,luanda,-8.8368,13.2343,28.0,78,0,2.06,AO,1707080402
304,mangai,-4.05,19.5333,22.6,94,72,1.07,CD,1707080694
305,show low,34.2542,-110.0298,8.38,45,75,3.6,US,1707080694
306,mugia,43.1041,-9.2179,12.17,81,95,0.43,ES,1707080603
307,nar'yan-mar,67.6713,53.087,-19.38,91,87,3.13,RU,1707080694
308,al bayda',32.7627,21.7551,8.46,87,71,4.41,LY,1707080694
309,camana,-16.6228,-72.7111,24.7,81,63,2.3,PE,1707080578
310,faya-largeau,17.9257,19.1043,17.72,16,6,11.04,TD,1707080694
311,katabu,-4.9333,122.5167,24.25,95,100,1.11,ID,1707080694
312,shihezi,44.3,86.0333,-13.15,92,100,1.61,CN,1707080695
313,quellon,-43.1167,-73.6167,19.19,49,0,2.19,CL,1707080695
314,along,28.1667,94.7667,11.46,76,99,0.71,IN,1707080695
315,nampula,-15.1165,39.2666,24.97,94,20,1.54,MZ,1707080421
316,laja,-37.2667,-72.7,33.16,15,0,4.84,CL,1707080695
317,minas de marcona,-15.2119,-75.1103,21.91,73,58,4.81,PE,1707080695
318,puerto deseado,-47.7503,-65.8938,27.96,32,93,12.14,AR,1707080504
319,talnakh,69.4865,88.3972,-18.22,97,100,3.09,RU,1707080695
320,upata,8.0086,-62.3989,34.61,30,50,3.75,VE,1707080695
321,birjand,32.8663,59.2211,-1.74,29,0,3.09,IR,1707080696
322,grand falls-windsor,48.9332,-55.6649,0.28,94,100,3.13,CA,1707080696
323,rabo de peixe,37.8,-25.5833,17.77,99,20,4.63,PT,1707080696
324,waajid,3.8096,43.2463,28.73,30,72,7.99,SO,1707080696
325,dudinka,69.4058,86.1778,-17.99,96,99,4.7,RU,1707080696
326,othello,46.826,-119.1753,9.05,79,100,3.07,US,1707080696
327,vila velha,-20.3297,-40.2925,27.97,81,40,4.12,BR,1707080696
328,alofi,-19.0595,-169.9187,26.94,89,100,5.66,NU,1707080537
329,bardai,11.65,7.2333,19.84,16,74,5.27,NG,1707080595
330,princeville,45.7668,-61.2985,0.3,98,100,8.23,CA,1707080696
331,chuguyevka,44.1653,133.8633,-22.48,100,95,1.2,RU,1707080696
332,fort bragg,35.139,-79.006,13.79,40,0,4.12,US,1707080696
333,kayyerkan,69.3786,87.7439,-18.17,84,100,2.77,RU,1707080696
334,cabrobo,-8.5142,-39.31,33.67,30,19,6.29,BR,1707080697
335,tidjikja,18.5564,-11.4271,21.4,8,79,5.6,MR,1707080697
336,jiangyou,31.7667,104.7167,4.73,82,100,0.52,CN,1707080697
337,antsiranana,-12.2787,49.2917,24.75,91,100,1.84,MG,1707080697
338,lihue,21.9789,-159.3672,24.58,66,40,9.77,US,1707080697
339,baraboo,43.4711,-89.7443,8.03,58,0,1.54,US,1707080697
340,jindabyne,-36.4167,148.6333,20.87,67,100,0.89,AU,1707080697
341,yuzhno-kurilsk,44.0306,145.8556,-4.24,71,86,9.72,RU,1707080498
342,council bluffs,41.2619,-95.8608,8.14,75,75,6.69,US,1707080697
343,sussex,41.1834,-74.6663,8.58,42,0,2.57,US,1707080697
344,argo,37.6333,22.7333,11.1,65,2,1.73,GR,1707080463
345,peace river,56.2501,-117.286,-3.83,68,20,3.6,CA,1707080697
346,monguno,12.6786,13.6079,21.19,44,79,4.65,NG,1707080697
347,tazovsky,67.4667,78.7,-14.3,96,100,3.27,RU,1707080518
348,bismarck,46.8083,-100.7837,3.91,93,100,2.57,US,1707080448
349,kingscliff,-28.2667,153.5667,26.89,69,100,4.63,AU,1707080697
350,coahuayana de hidalgo,18.7,-103.6583,29.08,42,0,3.28,MX,1707080698
351,karratha,-20.7377,116.8463,30.14,41,54,5.18,AU,1707080483
352,whitehorse,60.7161,-135.0538,-25.57,64,75,2.06,CA,1707080601
353,puerto lempira,15.2667,-83.7667,30.08,70,20,4.12,HN,1707080698
354,mount isa,-20.7333,139.5,24.87,78,35,3.09,AU,1707080464
355,rehoboth,-23.3167,17.0833,22.69,67,64,7.56,NA,1707080698
356,revda,56.801,59.9303,-18.35,100,92,1.47,RU,1707080698
357,sirjan,29.452,55.6814,3.04,24,0,2.88,IR,1707080698
358,haiku-pauwela,20.9219,-156.3051,23.47,69,40,8.23,US,1707080698
359,saint-francois,46.4154,3.9054,4.69,94,100,1.03,FR,1707080698
360,la passe,45.5549,-0.8967,8.13,90,97,2.34,FR,1707080592
361,jining,35.405,116.5814,-8.35,96,45,2.97,CN,1707080698
